4.710338e-002	4.694867e-002	5.841250e-002	1.727049e-001	8.162652e+000	
4.674659e-002	4.677448e-002	1.310335e+000	1.093952e+000	2.503092e+000	
8.674657e-002	5.872672e-002	5.764554e-002	2.016392e+000	4.019387e+000	
4.669569e-002	6.866253e-002	5.572604e-002	2.228637e-001	8.041521e+000	
4.883295e-002	1.145509e-001	1.554361e-001	3.313367e-001	6.050494e+000	
1.287890e-001	8.576428e-002	8.867478e-002	2.726327e-001	5.946807e+000	
5.812477e-002	6.397415e-002	2.767701e-001	3.540591e-001	6.023717e+000	
4.855960e-002	5.474437e-002	6.810683e-002	3.729882e-001	7.581361e+000	
6.147059e-002	1.030890e-001	2.793772e-001	1.154292e-001	6.047766e+000	
6.188900e-002	5.251391e-002	1.333879e-001	5.037903e-001	6.049875e+000	
4.676520e-002	4.684785e-002	1.769942e-001	1.666494e-001	7.986936e+000	
5.220063e-002	5.190580e-002	1.246288e-001	1.340836e-001	7.942157e+000	
5.205792e-002	4.718775e-002	6.301785e-002	9.218828e-002	8.227458e+000	
6.383477e-002	2.295207e-001	3.019283e-001	8.811946e-001	3.391266e+000	
5.297856e-002	9.524643e-002	7.877380e-002	1.461566e+000	4.240645e+000	
7.870235e-002	4.758437e-002	7.199940e-002	1.412027e-001	7.854353e+000	
6.219453e-002	6.900480e-002	1.529109e-001	2.010689e-001	6.340132e+000	
5.067662e-002	4.674802e-002	7.122940e-002	1.523208e+000	5.634466e+000	
4.977466e-002	5.981505e-002	1.722663e-001	1.529377e+000	4.130271e+000	
4.742725e-002	4.749760e-002	5.710265e-002	1.038721e-001	8.538783e+000	
9.352577e-002	1.693642e-001	9.125139e-001	1.357328e-001	3.602191e+000	
4.722484e-002	1.177961e-001	1.734350e-001	4.812215e-002	7.839763e+000	
5.021149e-002	6.162463e-002	1.676875e-001	1.082038e+000	5.098012e+000	
1.088242e-001	5.265955e-002	2.299474e-001	1.276342e-001	6.047494e+000	
6.726521e-002	6.134427e-002	9.861786e-001	1.254993e-001	4.274471e+000	
